f1,params,precision,recall,false_positives,false_negatives,true_positives,true_negatives
0.007843137258792774,"{'window_step': 8, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.012500000006171876,0.005714285717126531,158,348,2,244142
0.0040080160360560805,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006711409402639522,0.002857142859991837,148,349,1,244152
0.00804828974242234,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.013605442183580917,0.005714285717126531,145,348,2,244155
0.007812500003875733,"{'window_step': 5, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.012345679018442312,0.005714285717126531,160,348,2,244140
4.048582995935026e-12,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.94444444439622e-12,2.8571428571346942e-12,144,350,0,244156
0.003984063748988112,"{'window_step': 5, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006578947374956718,0.002857142859991837,151,349,1,244149
3.802281368806835e-12,"{'window_step': 8, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.681818181785899e-12,2.8571428571346942e-12,176,350,0,244124
0.003891050587533498,"{'window_step': 2, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006097560981670138,0.002857142859991837,163,349,1,244137
0.003861003864849958,"{'window_step': 1, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005952380958297903,0.002857142859991837,167,349,1,244133
0.003984063748988112,"{'window_step': 3, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006578947374956718,0.002857142859991837,151,349,1,244149
3.846153846139054e-12,"{'window_step': 5, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.882352941141869e-12,2.8571428571346942e-12,170,350,0,244130
4.048582995935026e-12,"{'window_step': 3, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.94444444439622e-12,2.8571428571346942e-12,144,350,0,244156
3.87596899223304e-12,"{'window_step': 2, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.02409638550588e-12,2.8571428571346942e-12,166,350,0,244134
0.003992015972039952,"{'window_step': 1, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.00662251656287005,0.002857142859991837,150,349,1,244150
4.1152263374316255e-12,"{'window_step': 8, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",7.352941176416524e-12,2.8571428571346942e-12,136,350,0,244164
4.338394793907426e-12,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",9.009009008927847e-12,2.8571428571346942e-12,111,350,0,244189
3.816793893115203e-12,"{'window_step': 1, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.74712643674858e-12,2.8571428571346942e-12,174,350,0,244126
3.952569169944852e-12,"{'window_step': 3, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.41025641021532e-12,2.8571428571346942e-12,156,350,0,244144
3.6968576709660004e-12,"{'window_step': 2, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.235602094213427e-12,2.8571428571346942e-12,191,350,0,244109
3.984063745004048e-12,"{'window_step': 5, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.578947368377771e-12,2.8571428571346942e-12,152,350,0,244148
4.237288135575266e-12,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",8.196721311408224e-12,2.8571428571346942e-12,122,350,0,244178
0.00798403194008789,"{'window_step': 8, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.013245033119117584,0.005714285717126531,149,348,2,244151
0.004246284505289825,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.008264462818113518,0.002857142859991837,120,349,1,244180
3.984063745004048e-12,"{'window_step': 8, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.578947368377771e-12,2.8571428571346942e-12,152,350,0,244148
