f1,params,precision,recall,false_positives,false_negatives,true_positives,true_negatives
0.003100775195344029,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0021276595755296513,0.005714285717126531,938,348,2,1529087
0.0015637216591062335,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0010764262658761287,0.002857142859991837,928,349,1,1529097
0.004654771141963297,"{'window_step': 8, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0031948881799752984,0.008571428574261224,936,347,3,1529089
0.0015325670513386476,"{'window_step': 5, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0010471204198941916,0.002857142859991837,954,349,1,1529071
0.0015026296033035273,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.001019367992863385,0.002857142859991837,980,349,1,1529045
0.0014825796901386471,"{'window_step': 5, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0010010010020010001,0.002857142859991837,998,349,1,1529027
0.0029940119775404284,"{'window_step': 3, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0020283975669350626,0.005714285717126531,984,348,2,1529041
1.5797788309611695e-12,"{'window_step': 8, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",1.0917030567673672e-12,2.8571428571346942e-12,916,350,0,1529109
1.5515903801372358e-12,"{'window_step': 1, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",1.0649627263034453e-12,2.8571428571346942e-12,939,350,0,1529086
0.0029347028627983354,"{'window_step': 2, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0019743336633741616,0.005714285717126531,1011,348,2,1529014
0.0014566642403474777,"{'window_step': 2, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0009775171075259263,0.002857142859991837,1022,349,1,1529003
1.472754050071469e-12,"{'window_step': 1, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",9.92063492062508e-13,2.8571428571346942e-12,1008,350,0,1529017
0.0014705882367625433,"{'window_step': 5, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0009900990108901088,0.002857142859991837,1009,349,1,1529016
1.490312965720581e-12,"{'window_step': 3, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",1.0080645161280162e-12,2.8571428571346942e-12,992,350,0,1529033
1.5197568389034656e-12,"{'window_step': 8, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",1.0351966873695288e-12,2.8571428571346942e-12,966,350,0,1529059
1.877934272296943e-12,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",1.3986013985994426e-12,2.8571428571346942e-12,715,350,0,1529310
1.848428835486417e-12,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",1.3661202185773688e-12,2.8571428571346942e-12,732,350,0,1529293
1.472754050071469e-12,"{'window_step': 1, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",9.92063492062508e-13,2.8571428571346942e-12,1008,350,0,1529017
0.0017605633820391544,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.001272264632313903,0.002857142859991837,785,349,1,1529240
1.4684287812019554e-12,"{'window_step': 2, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",9.881422924891423e-13,2.8571428571346942e-12,1012,350,0,1529013
0.0029673590519243807,"{'window_step': 3, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.00200400801703206,0.005714285717126531,996,348,2,1529029
1.4958863126380017e-12,"{'window_step': 5, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",1.013171225936157e-12,2.8571428571346942e-12,987,350,0,1529038
0.002919708030652672,"{'window_step': 8, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.00196078431470396,0.005714285717126531,1018,348,2,1529007
