f1,params,precision,recall,false_positives,false_negatives,true_positives,true_negatives
0.003906250003890992,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006172839512307576,0.002857142859991837,161,349,1,244139
3.824091778188054e-12,"{'window_step': 8, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.7803468207758365e-12,2.8571428571346942e-12,173,350,0,244127
0.003868471957431844,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005988023958047977,0.002857142859991837,166,349,1,244134
0.0037313432872995104,"{'window_step': 5, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005376344091368945,0.002857142859991837,185,349,1,244115
3.992015968047937e-12,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.6225165562475336e-12,2.8571428571346942e-12,151,350,0,244149
0.011904761908682919,"{'window_step': 1, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.01948051948688649,0.008571428574261224,151,347,3,244149
3.8684719535633716e-12,"{'window_step': 8, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.988023952059953e-12,2.8571428571346942e-12,167,350,0,244133
3.802281368806835e-12,"{'window_step': 3, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.681818181785899e-12,2.8571428571346942e-12,176,350,0,244124
3.824091778188054e-12,"{'window_step': 5, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.7803468207758365e-12,2.8571428571346942e-12,173,350,0,244127
0.003868471957431844,"{'window_step': 2, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005988023958047977,0.002857142859991837,166,349,1,244134
0.00406504065445502,"{'window_step': 2, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0070422535281194215,0.002857142859991837,141,349,1,244159
0.003724394789557824,"{'window_step': 1, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005347593588206698,0.002857142859991837,186,349,1,244114
3.773584905646138e-12,"{'window_step': 5, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",5.555555555524692e-12,2.8571428571346942e-12,180,350,0,244120
3.999999999984001e-12,"{'window_step': 3, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.666666666622223e-12,2.8571428571346942e-12,150,350,0,244150
0.004073319759657542,"{'window_step': 8, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.007092198588602184,0.002857142859991837,140,349,1,244160
4.273504273486011e-12,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",8.474576271114623e-12,2.8571428571346942e-12,118,350,0,244182
0.004024144873223243,"{'window_step': 1, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006802721095191819,0.002857142859991837,146,349,1,244154
0.0038535645510448806,"{'window_step': 2, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005917159769195757,0.002857142859991837,168,349,1,244132
0.004024144873223243,"{'window_step': 3, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.006802721095191819,0.002857142859991837,146,349,1,244154
0.004140786753606043,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.007518796999943469,0.002857142859991837,132,349,1,244168
0.008639308859573914,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.017699115052940716,0.005714285717126531,111,348,2,244189
3.906249999984742e-12,"{'window_step': 5, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",6.1728395061347364e-12,2.8571428571346942e-12,162,350,0,244138
0.003952569173897421,"{'window_step': 2, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0064102564166255765,0.002857142859991837,155,349,1,244145
