f1,params,precision,recall,false_positives,false_negatives,true_positives,true_negatives
0.014534883723794956,"{'window_step': 8, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.014792899411198839,0.014285714288530612,333,345,5,550042
2.801120448171426e-12,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.7472527472452e-12,2.8571428571346942e-12,364,350,0,550011
0.002890173413286445,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.002923976611102562,0.002857142859991837,341,349,1,550034
0.005681818184642951,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005649717516933194,0.005714285717126531,352,348,2,550023
0.005722460660927834,"{'window_step': 5, 'shingle_size': 2, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005730659028636875,0.005714285717126531,347,348,2,550028
0.005714285717126531,"{'window_step': 1, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.005714285717126531,0.005714285717126531,348,348,2,550027
2.9585798816480522e-12,"{'window_step': 8, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",3.067484662567278e-12,2.8571428571346942e-12,326,350,0,550049
0.0027662517316659305,"{'window_step': 3, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.002680965150126861,0.002857142859991837,372,349,1,550003
2.8089887640370537e-12,"{'window_step': 5, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.7624309392188887e-12,2.8571428571346942e-12,362,350,0,550013
0.0028490028518437355,"{'window_step': 2, 'shingle_size': 3, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0028409090937419296,0.002857142859991837,351,349,1,550024
2.812939521792369e-12,"{'window_step': 3, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.7700831024854015e-12,2.8571428571346942e-12,361,350,0,550014
2.7894002789322474e-12,"{'window_step': 1, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.724795640319551e-12,2.8571428571346942e-12,367,350,0,550008
2.7662517288996792e-12,"{'window_step': 2, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.6809651474458957e-12,2.8571428571346942e-12,373,350,0,550002
2.832861189793675e-12,"{'window_step': 5, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.8089887640370537e-12,2.8571428571346942e-12,356,350,0,550019
3.3898305084630854e-12,"{'window_step': 1, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",4.166666666649306e-12,2.8571428571346942e-12,240,350,0,550135
2.8449502133631723e-12,"{'window_step': 8, 'shingle_size': 5, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.832861189793675e-12,2.8571428571346942e-12,353,350,0,550022
2.82087447107808e-12,"{'window_step': 5, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.785515320326503e-12,2.8571428571346942e-12,359,350,0,550016
3.1298904538243197e-12,"{'window_step': 3, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.460207612444775e-12,2.8571428571346942e-12,289,350,0,550086
0.0027359781149035953,"{'window_step': 1, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.002624671918628282,0.002857142859991837,380,349,1,549995
2.7894002789322474e-12,"{'window_step': 3, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.724795640319551e-12,2.8571428571346942e-12,367,350,0,550008
3.2414910858890068e-12,"{'window_step': 2, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.745318352045898e-12,2.8571428571346942e-12,267,350,0,550108
2.861230329033302e-12,"{'window_step': 2, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.865329512885773e-12,2.8571428571346942e-12,349,350,0,550026
2.812939521792369e-12,"{'window_step': 8, 'shingle_size': 6, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.7700831024854015e-12,2.8571428571346942e-12,361,350,0,550014
0.005471956227071213,"{'window_step': 1, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.0052493438346318914,0.005714285717126531,379,348,2,549996
2.8409090909010203e-12,"{'window_step': 3, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.8248587570541674e-12,2.8571428571346942e-12,354,350,0,550021
2.7100271002636592e-12,"{'window_step': 5, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.5773195876222235e-12,2.8571428571346942e-12,388,350,0,549987
0.002857142859991837,"{'window_step': 2, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",0.002857142859991837,0.002857142859991837,349,349,1,550026
2.8943560057803356e-12,"{'window_step': 8, 'shingle_size': 7, 'n_hash': 50, 'n_bands': 10, 'K': 20000}",2.9325513196394944e-12,2.8571428571346942e-12,341,350,0,550034
3.3898305084630854e-12,"{'window_step': 5, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",4.166666666649306e-12,2.8571428571346942e-12,240,350,0,550135
3.2362459546820835e-12,"{'window_step': 8, 'shingle_size': 2, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.731343283568167e-12,2.8571428571346942e-12,268,350,0,550107
3.2520325203146277e-12,"{'window_step': 2, 'shingle_size': 3, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.773584905646138e-12,2.8571428571346942e-12,265,350,0,550110
3.07692307691361e-12,"{'window_step': 1, 'shingle_size': 3, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.3333333333222227e-12,2.8571428571346942e-12,300,350,0,550075
3.3444816053399852e-12,"{'window_step': 5, 'shingle_size': 3, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",4.0322580644998704e-12,2.8571428571346942e-12,248,350,0,550127
3.418803418791731e-12,"{'window_step': 8, 'shingle_size': 3, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",4.255319148918063e-12,2.8571428571346942e-12,235,350,0,550140
3.1695721077554057e-12,"{'window_step': 3, 'shingle_size': 3, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.5587188611973e-12,2.8571428571346942e-12,281,350,0,550094
3.2733224222478782e-12,"{'window_step': 1, 'shingle_size': 5, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.831417624506393e-12,2.8571428571346942e-12,261,350,0,550114
0.003139717428561571,"{'window_step': 2, 'shingle_size': 5, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.0034843205609634696,0.002857142859991837,286,349,1,550089
3.2786885245794146e-12,"{'window_step': 8, 'shingle_size': 5, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.846153846139054e-12,2.8571428571346942e-12,260,350,0,550115
0.006116207954109736,"{'window_step': 5, 'shingle_size': 5, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",0.006578947371688885,0.005714285717126531,302,348,2,550073
3.179650238463658e-12,"{'window_step': 3, 'shingle_size': 5, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.584229390668157e-12,2.8571428571346942e-12,279,350,0,550096
3.1897926634666997e-12,"{'window_step': 1, 'shingle_size': 6, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.610108303236065e-12,2.8571428571346942e-12,277,350,0,550098
3.2733224222478782e-12,"{'window_step': 2, 'shingle_size': 6, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.831417624506393e-12,2.8571428571346942e-12,261,350,0,550114
3.0911901081820986e-12,"{'window_step': 3, 'shingle_size': 6, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.3670033669920306e-12,2.8571428571346942e-12,297,350,0,550078
3.0959752321885573e-12,"{'window_step': 5, 'shingle_size': 6, 'n_hash': 100, 'n_bands': 10, 'K': 20000}",3.3783783783669654e-12,2.8571428571346942e-12,296,350,0,550079
